state_abbr,year,ccd_frpl_share,ccd_ell_share,ccd_swd_share,f33_pp_expenditure_real,f33_teacher_salary_real,saipe_child_poverty_rate,acs_median_income_real,acs_ba_share,acs_white_share,acs_black_share,acs_hispanic_share,rucc_rural_share
KS,2018,0.135,,,,,0.135,57422,0.32885640017417234,0.761331570392495,0.056282436323732046,0.1170994260128659,0.1613224502021866
KS,2019,0.129,,,,,0.129,59597,0.3338469278165821,0.7587908138795019,0.05651963889877595,0.11876376839278623,0.1613224502021866
KS,2020,0.11900000000000001,,,,,0.11900000000000001,61091,0.3392345148248683,0.7532698234818903,0.05486368110624836,0.12071678444726207,0.1613224502021866
KS,2021,0.122,,,,,0.122,64521,0.3440436306648817,0.7477568117584025,0.0543576461777041,0.12347911854272314,0.1613224502021866
KS,2022,0.126,,,,,0.126,69747,0.3468767518634637,0.742229868504681,0.053737122443988636,0.12601492818950913,0.1613224502021866
KS,2023,0.12,,,,,0.12,72639,0.35155767904813184,0.7337233610512638,0.05266395444668704,0.13259739601010223,0.1613224502021866
KS,2024,0.11800000000000001,,,,,0.11800000000000001,74275,0.35603268748092903,0.7272449042259476,0.05150554917095803,0.1357282869112584,0.1613224502021866
KY,2012,0.24600000000000002,,,,,0.24600000000000002,42610,0.20980871696064082,0.863159873802091,0.07721937888565117,0.030192156200441134,0.21831176278941355
KY,2013,0.237,,,,,0.237,43036,0.21525628993429044,0.8605607505778623,0.07729334127891634,0.03126108462710827,0.21831176278941355
KY,2014,0.24,,,,,0.24,43342,0.2177195089718064,0.8580047051608936,0.07762123819831396,0.03185656742269245,0.21831176278941355
KY,2015,0.23800000000000002,,,,,0.23800000000000002,43740,0.2229765946042523,0.8555496909163308,0.07784342080337876,0.032628947459983314,0.21831176278941355
KY,2016,0.23,,,,,0.23,44811,0.22698600337432784,0.8536616931728525,0.07835808294172991,0.033305840064424455,0.21831176278941355
KY,2017,0.20600000000000002,,,,,0.20600000000000002,46535,0.2319229227523015,0.8508483456198117,0.07876184121783501,0.03437140062237025,0.21831176278941355
KY,2018,0.212,,,,,0.212,48392,0.23621905962841594,0.8477272665850488,0.07869165470775667,0.03575151051618349,0.21831176278941355
KY,2019,0.192,,,,,0.192,50589,0.24215285849094415,0.8455408028496857,0.07956683805898425,0.03663566980111718,0.21831176278941355
KY,2020,0.182,,,,,0.182,52238,0.25023372947884837,0.840828856966637,0.07979646576207006,0.037640252517283916,0.21831176278941355
KY,2021,0.19899999999999998,,,,,0.19899999999999998,55454,0.257099572827031,0.8364399336825435,0.07934998034107074,0.03879695808386964,0.21831176278941355
KY,2022,0.19399999999999998,,,,,0.19399999999999998,60183,0.2647245337547508,0.8324919191593927,0.07891919381470086,0.04008074733479386,0.21831176278941355
KY,2023,0.191,,,,,0.191,62417,0.2699199553499058,0.8231106972825876,0.07769083683886736,0.047035232695409275,0.21831176278941355
KY,2024,0.18,,,,,0.18,63726,0.27552684010819817,0.8154863341995191,0.07554207175405264,0.0500006174440287,0.21831176278941355
LA,2012,0.272,,,,,0.272,44673,0.214235087736005,0.6033188324368239,0.31814738812766236,0.042516290051781556,0.02691853611083618
LA,2013,0.27,,,,,0.27,44874,0.21833976814527978,0.6003071825371806,0.3183785438076624,0.04425271805756958,0.02691853611083618
LA,2014,0.263,,,,,0.263,44991,0.22121688784613402,0.5973720340730995,0.31910288284258653,0.045755652678334875,0.02691853611083618
LA,2015,0.267,,,,,0.267,45047,0.22542853862826193,0.5948178402349017,0.3187628871328768,0.047189418611262995,0.02691853611083618
LA,2016,0.273,,,,,0.273,45652,0.22957593643009297,0.5929484875163324,0.31941700551266017,0.04808951130837963,0.02691853611083618
LA,2017,0.26,,,,,0.26,46710,0.23397019924199622,0.5901739073190491,0.31951591318121886,0.04968584491218003,0.02691853611083618
LA,2018,0.252,,,,,0.252,47942,0.237325290280607,0.5884414583018842,0.31997274218117444,0.0503729295036298,0.02691853611083618
LA,2019,0.254,,,,,0.254,49469,0.24113539401110923,0.5865511724861835,0.3199550120681028,0.05127475097344503,0.02691853611083618
LA,2020,0.23,,,,,0.23,50800,0.2486198527163388,0.5832501539247819,0.319226920286686,0.05217406963402775,0.02691853611083618
LA,2021,0.259,,,,,0.259,53571,0.2553031330422116,0.578410046153301,0.31682464429535967,0.05341758806863626,0.02691853611083618
LA,2022,0.243,,,,,0.243,57852,0.2613043414181842,0.5751836098597018,0.31377924063246004,0.05507627766215441,0.02691853611083618
LA,2023,0.243,,,,,0.243,60023,0.26550693287429256,0.5623836702896002,0.30832921267467717,0.06946986869796203,0.02691853611083618
LA,2024,0.24,,,,,0.24,60756,0.27044225528699545,0.5573635596658342,0.30525930292992504,0.07214198038535018,0.02691853611083618
MA,2012,0.142,,,,,0.142,66658,0.38972363452994224,0.7631019747446688,0.06208903308312737,0.09608976015132774,0.004958095522322668
MA,2013,0.152,,,,,0.152,66866,0.39380062668570875,0.7570740484035113,0.06266803410356124,0.09929708414369715,0.004958095522322668
MA,2014,0.142,,,,,0.142,67846,0.3997583169529345,0.7499512940023202,0.06366778919533486,0.10241763504103997,0.004958095522322668
MA,2015,0.139,,,,,0.139,68563,0.4049666956583979,0.7430111253513115,0.06477077469441149,0.10557287610657741,0.004958095522322668
MA,2016,0.124,,,,,0.124,70954,0.41221661003222154,0.7371559754813862,0.06573310592789267,0.10853210915283168,0.004958095522322668
MA,2017,0.127,,,,,0.127,74167,0.4208745030315289,0.72943501402718,0.06682304955769496,0.11196660519265629,0.004958095522322668
MA,2018,0.11599999999999999,,,,,0.11599999999999999,77378,0.42909875031455347,0.7218554439091253,0.06790379129843037,0.11553509542116892,0.004958095522322668
MA,2019,0.115,,,,,0.115,81215,0.4368890618637831,0.7157873240306294,0.0690719420753332,0.11811878544695589,0.004958095522322668
MA,2020,0.105,,,,,0.105,84385,0.4452740631952404,0.7078451733543547,0.06784341575291034,0.12049172683323432,0.004958095522322668
MA,2021,0.12300000000000001,,,,,0.12300000000000001,89026,0.45205153391851466,0.6967644624056688,0.06692690291499305,0.12360130048519334,0.004958095522322668
MA,2022,0.11599999999999999,,,,,0.11599999999999999,96505,0.45909850224619375,0.6886520369891778,0.06584113725184183,0.1258977936644185,0.004958095522322668
MA,2023,0.12300000000000001,,,,,0.12300000000000001,101341,0.4662498003287751,0.6777145741909604,0.06509143147662567,0.12938041972743244,0.004958095522322668
MA,2024,0.106,,,,,0.106,103960,0.4727900977322007,0.6660070561619612,0.06391928173200213,0.13299908461829377,0.004958095522322668
MD,2012,0.128,,,,,0.128,72999,0.3634112304601317,0.5467629741685069,0.28960904994143977,0.0816325860392955,0.004663259742563973
MD,2013,0.125,,,,,0.125,73538,0.3680809783352669,0.5413596389214883,0.2900269595370412,0.08455343135482087,0.004663259742563973
MD,2014,0.132,,,,,0.132,74149,0.37294387662517275,0.5355305636627481,0.29043903844167984,0.08759232688200094,0.004663259742563973
MD,2015,0.128,,,,,0.128,74551,0.3789935395633003,0.5301515646641165,0.2905866213149633,0.08998694553512683,0.004663259742563973
MD,2016,0.122,,,,,0.122,76067,0.3841227901128129,0.5249062820160466,0.2917192262557337,0.0923078936532849,0.004663259742563973
MD,2017,0.11599999999999999,,,,,0.11599999999999999,78916,0.38994639630983535,0.5185513733224663,0.2925483470114386,0.09561298308444569,0.004663259742563973
MD,2018,0.11599999999999999,,,,,0.11599999999999999,81868,0.3962627628948557,0.5138504872627088,0.29307188301364134,0.0980958401315247,0.004663259742563973
MD,2019,0.11900000000000001,,,,,0.11900000000000001,84805,0.40172041223404253,0.5087955369532509,0.2938429413734987,0.10076380064756578,0.004663259742563973
MD,2020,0.10800000000000001,,,,,0.10800000000000001,87063,0.40895594350418685,0.501603610956893,0.2937748359288356,0.1025930067854507,0.004663259742563973
MD,2021,0.133,,,,,0.133,91431,0.4156017916451986,0.49374396706863166,0.2937638091613544,0.10577413030237234,0.004663259742563973
MD,2022,0.11599999999999999,,,,,0.11599999999999999,98461,0.4222314291113226,0.48509365992248576,0.29470356185388236,0.10920756212523575,0.004663259742563973
