state_abbr,subgroup_label,n_findings,avg_abs_resid,avg_pred,avg_poverty,transport_risk
NA,High Poverty + High EL,719,0.3246995394360142,0.05056695289212286,0.8188123783031989,0.022024452877033533
NA,High Poverty,1270,0.24157366239150957,0.02803106590186455,0.7849443307086614,0.012099638602310364
NA,High EL,1537,0.26925593369510636,0.04583369237143208,0.5295480806766428,0.010504889354137254
NA,General/Mixed,8835,0.30213402599806266,0.013735698388967592,0.534613220147142,0.004932820315970826
