f_FindingID,s_StudyID,state_abbr,region_name,analysis_year,saipe_child_poverty_rate_state,saipe_median_income_state,saipe_child_poverty_rate_region,saipe_median_income_region,saipe_child_poverty_rate_ctx,saipe_median_income_ctx
2180,79899,OH,Midwest,2012,0.236,46873.0,0.19266666666666665,50489.833333333336,0.236,46873.0
2181,79899,OH,Midwest,2012,0.236,46873.0,0.19266666666666665,50489.833333333336,0.236,46873.0
2182,79899,OH,Midwest,2012,0.236,46873.0,0.19266666666666665,50489.833333333336,0.236,46873.0
2273,72999,CO,West,2005,0.14,50841.0,0.16807692307692304,47172.0,0.14,50841.0
2184,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
2186,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
3824,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
3825,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
3826,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
3827,73161,NJ,Northeast,2012,0.154,69705.0,0.17544444444444443,58517.22222222222,0.154,69705.0
2328,73162,HI,West,2009,0.1369999999999999,63741.0,0.1771538461538461,53170.53846153846,0.1369999999999999,63741.0
2329,73162,HI,West,2009,0.1369999999999999,63741.0,0.1771538461538461,53170.53846153846,0.1369999999999999,63741.0
1619,66102,,,2001,,,,,,
1620,66102,,,2001,,,,,,
1621,66102,,,2001,,,,,,
1622,66102,,,2001,,,,,,
1623,66102,,,2001,,,,,,
1624,66102,,,2001,,,,,,
1625,66102,,,2001,,,,,,
1626,66102,,,2001,,,,,,
1631,66102,,,2001,,,,,,
1632,66102,,,2001,,,,,,
1628,66102,,,2001,,,,,,
1629,66102,,,2001,,,,,,
1182,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1183,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1184,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1185,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1189,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1190,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1187,66103,PA,Northeast,2006,0.1669999999999999,46256.0,0.1412222222222222,54140.666666666664,0.1669999999999999,46256.0
1640,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1641,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1642,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1643,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1644,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1645,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1646,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
1647,43707,PA,Northeast,2004,0.16,43714.0,0.13588888888888886,49213.11111111111,0.16,43714.0
2457,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2458,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2460,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2461,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2462,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2463,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2465,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
2466,73213,NY,Northeast,2012,0.23,56357.0,0.17544444444444443,58517.22222222222,0.23,56357.0
1465,73243,,South,2002,,,0.20170588235294118,38813.58823529412,0.20170588235294118,38813.58823529412
1735,73243,,South,2002,,,0.20170588235294118,38813.58823529412,0.20170588235294118,38813.58823529412
2375,73271,,West,2013,,,0.19692307692307692,55467.307692307695,0.19692307692307692,55467.307692307695
2377,73271,,West,2013,,,0.19692307692307692,55467.307692307695,0.19692307692307692,55467.307692307695
2167,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2168,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2169,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2170,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2171,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2172,80567,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2325,73274,CA,West,2004,0.187,49894.0,0.16046153846153846,45412.46153846154,0.187,49894.0
2326,73274,CA,West,2004,0.187,49894.0,0.16046153846153846,45412.46153846154,0.187,49894.0
543,73275,MD,South,2004,0.111,57019.0,0.20682352941176468,41080.17647058824,0.111,57019.0
544,73275,MD,South,2004,0.111,57019.0,0.20682352941176468,41080.17647058824,0.111,57019.0
1668,73277,FL,South,2009,0.215,44755.0,0.22888235294117648,46463.17647058824,0.215,44755.0
1649,73277,FL,South,2009,0.215,44755.0,0.22888235294117648,46463.17647058824,0.215,44755.0
1498,81817,TX,South,2005,0.247,42165.0,0.22158823529411764,42069.82352941176,0.247,42165.0
1504,14550,OK,South,1986,,,,,,
1674,73454,MN,Midwest,2008,0.114,57318.0,0.15899999999999997,49856.416666666664,0.114,57318.0
2492,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
2494,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
3860,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
3861,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
3862,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
3863,73500,NH,Northeast,2013,0.109,64064.0,0.17288888888888887,59136.11111111111,0.109,64064.0
907,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
908,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
909,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
887,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
888,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
894,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
890,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
891,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
892,78077,GA,South,2008,0.2019999999999999,50834.0,0.21135294117647055,48053.0,0.2019999999999999,50834.0
4773,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4774,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4775,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4768,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4769,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
957,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4770,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4771,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
4772,75498,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
2331,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2332,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2333,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2334,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2335,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2336,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2337,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2339,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
2340,75526,FL,South,2012,0.256,45006.0,0.2525294117647059,48164.294117647056,0.256,45006.0
852,28301,NH,Northeast,2005,0.095,56557.0,0.14388888888888884,52103.88888888889,0.095,56557.0
853,28301,NH,Northeast,2005,0.095,56557.0,0.14388888888888884,52103.88888888889,0.095,56557.0
4641,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4642,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4643,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4636,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4637,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
959,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4638,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4639,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
4640,75529,NH,Northeast,2008,0.094,63235.0,0.14166666666666666,58550.444444444445,0.094,63235.0
1698,76523,MD,South,2009,0.118,69193.0,0.22888235294117648,46463.17647058824,0.118,69193.0
1709,76572,NC,South,2003,0.191,39438.0,0.20752941176470588,39651.94117647059,0.191,39438.0
215,76621,,,2004,,,,,,
216,76621,,,2004,,,,,,
217,76621,,,2004,,,,,,
219,76621,,,2004,,,,,,
1716,63515,FL,South,2005,0.181,42437.0,0.22158823529411764,42069.82352941176,0.181,42437.0
1745,76854,,,2007,,,,,,
2555,33676,OH,Midwest,2008,0.185,48011.0,0.15899999999999997,49856.416666666664,0.185,48011.0
2275,77027,,,2008,,,,,,
2276,77027,,,2008,,,,,,
2277,77027,,,2008,,,,,,
2278,77027,,,2008,,,,,,
2279,77027,,,2008,,,,,,
2280,77027,,,2008,,,,,,
2281,77027,,,2008,,,,,,
2282,77027,,,2008,,,,,,
2283,77027,,,2008,,,,,,
2284,77027,,,2008,,,,,,
2285,77027,,,2008,,,,,,
2286,77027,,,2008,,,,,,
2287,77027,,,2008,,,,,,
2288,77027,,,2008,,,,,,
2289,77027,,,2008,,,,,,
2290,77027,,,2008,,,,,,
2291,77027,,,2008,,,,,,
2292,77027,,,2008,,,,,,
2293,77027,,,2008,,,,,,
2304,77027,,,2008,,,,,,
2305,77027,,,2008,,,,,,
2306,77027,,,2008,,,,,,
2307,77027,,,2008,,,,,,
2308,77027,,,2008,,,,,,
2309,77027,,,2008,,,,,,
2310,77027,,,2008,,,,,,
2311,77027,,,2008,,,,,,
2312,77027,,,2008,,,,,,
2313,77027,,,2008,,,,,,
2314,77027,,,2008,,,,,,
2315,77027,,,2008,,,,,,
2316,77027,,,2008,,,,,,
2317,77027,,,2008,,,,,,
2318,77027,,,2008,,,,,,
2319,77027,,,2008,,,,,,
2320,77027,,,2008,,,,,,
2323,77027,,,2008,,,,,,
2324,77027,,,2008,,,,,,
4751,77027,,,2008,,,,,,
4752,77027,,,2008,,,,,,
4753,77027,,,2008,,,,,,
4754,77027,,,2008,,,,,,
4755,77027,,,2008,,,,,,
4756,77027,,,2008,,,,,,
4757,77027,,,2008,,,,,,
4758,77027,,,2008,,,,,,
4759,77027,,,2008,,,,,,
4760,77027,,,2008,,,,,,
2188,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2189,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2190,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2192,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2193,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2194,77028,AR,Midwest,2013,0.283,40605.0,0.18833333333333332,51648.416666666664,0.283,40605.0
2057,77029,AZ,West,2009,0.233,48711.0,0.1771538461538461,53170.53846153846,0.233,48711.0
2503,77030,,,2013,,,,,,
2504,77030,,,2013,,,,,,
2505,77030,,,2013,,,,,,
2506,77030,,,2013,,,,,,
2508,77030,,,2013,,,,,,
2496,77095,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
2497,77095,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
2038,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2039,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2041,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2042,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2044,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2045,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2047,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
2048,77096,IL,Midwest,2012,0.206,55126.0,0.19266666666666665,50489.833333333336,0.206,55126.0
1424,77320,NJ,Midwest,2006,0.1169999999999999,64549.0,0.16041666666666668,46204.0,0.1169999999999999,64549.0
1425,77320,NJ,Midwest,2006,0.1169999999999999,64549.0,0.16041666666666668,46204.0,0.1169999999999999,64549.0
1047,77321,KY,South,2005,0.23,37377.0,0.22158823529411764,42069.82352941176,0.23,37377.0
1048,77321,KY,South,2005,0.23,37377.0,0.22158823529411764,42069.82352941176,0.23,37377.0
1811,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
1812,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
1813,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
1814,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
1815,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
1816,82128,CT,Midwest,2010,0.128,64321.0,0.19099999999999998,47988.583333333336,0.128,64321.0
2560,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
2561,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
2562,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
2557,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
1557,77443,TX,South,2007,0.231,47563.0,0.21258823529411763,46383.05882352941,0.231,47563.0
2564,77444,,South,2003,,,0.20752941176470588,39651.94117647059,0.20752941176470588,39651.94117647059
2566,77444,,South,2003,,,0.20752941176470588,39651.94117647059,0.20752941176470588,39651.94117647059
2567,77444,,South,2003,,,0.20752941176470588,39651.94117647059,0.20752941176470588,39651.94117647059
855,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
856,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
862,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
858,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
859,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
860,77440,TX,South,2008,0.225,50049.0,0.21135294117647055,48053.0,0.225,50049.0
864,77443,TX,South,2007,0.231,47563.0,0.21258823529411763,46383.05882352941,0.231,47563.0
865,77443,TX,South,2007,0.231,47563.0,0.21258823529411763,46383.05882352941,0.231,47563.0
867,77443,TX,South,2007,0.231,47563.0,0.21258823529411763,46383.05882352941,0.231,47563.0
869,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
871,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
872,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
873,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
874,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
875,77446,NY,Northeast,2007,0.196,53448.0,0.13911111111111107,56426.333333333336,0.196,53448.0
2397,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
2400,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
2401,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
2402,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
2403,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
2404,77453,PA,Northeast,2012,0.196,51225.0,0.17544444444444443,58517.22222222222,0.196,51225.0
1487,33562,,South,2004,,,0.20682352941176468,41080.17647058824,0.20682352941176468,41080.17647058824
2064,33562,,South,2004,,,0.20682352941176468,41080.17647058824,0.20682352941176468,41080.17647058824
2065,33562,,South,2004,,,0.20682352941176468,41080.17647058824,0.20682352941176468,41080.17647058824
2360,33562,,South,2004,,,0.20682352941176468,41080.17647058824,0.20682352941176468,41080.17647058824
2501,77477,,,2012,,,,,,
1783,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1784,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1775,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1776,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1785,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1778,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1748,77479,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1788,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1789,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1795,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1797,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1791,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1792,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1793,77487,,Midwest,2009,,,0.17891666666666664,48089.666666666664,0.17891666666666664,48089.666666666664
1839,77498,AZ,West,2002,0.201,40724.0,0.15661538461538463,43172.38461538462,0.201,40724.0
1840,77498,AZ,West,2002,0.201,40724.0,0.15661538461538463,43172.38461538462,0.201,40724.0
1841,77498,AZ,West,2002,0.201,40724.0,0.15661538461538463,43172.38461538462,0.201,40724.0
1835,77498,AZ,West,2002,0.201,40724.0,0.15661538461538463,43172.38461538462,0.201,40724.0
1843,77502,MN,Midwest,2008,0.114,57318.0,0.15899999999999997,49856.416666666664,0.114,57318.0
1844,77502,MN,Midwest,2008,0.114,57318.0,0.15899999999999997,49856.416666666664,0.114,57318.0
1846,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1847,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1848,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1849,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1853,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1854,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1855,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1856,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1857,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1858,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
1851,77508,CA,West,2006,0.181,56646.0,0.16407692307692306,49992.153846153844,0.181,56646.0
2143,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2145,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2147,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2149,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2151,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2152,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2154,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2155,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2157,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2158,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2160,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2161,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2163,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
2165,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
3828,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
3829,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
3830,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
3831,77543,NC,South,2011,0.254,44028.0,0.2533529411764706,47174.294117647056,0.254,44028.0
1860,77687,OH,Midwest,1988,,,,,,
1861,77687,OH,Midwest,1988,,,,,,
1863,77687,OH,Midwest,1988,,,,,,
1864,77687,OH,Midwest,1988,,,,,,
1866,77687,OH,Midwest,1988,,,,,,
1867,77687,OH,Midwest,1988,,,,,,
1868,77687,OH,Midwest,1988,,,,,,
1874,77725,,,2005,,,,,,
1875,77725,,,2005,,,,,,
1876,77725,,,2005,,,,,,
1877,77725,,,2005,,,,,,
1882,77725,,,2005,,,,,,
1885,77725,,,2005,,,,,,
1886,77725,,,2005,,,,,,
1887,77725,,,2005,,,,,,
1879,77725,,,2005,,,,,,
1880,77725,,,2005,,,,,,
1889,77745,OH,Midwest,1994,,,,,,
1890,77745,OH,Midwest,1994,,,,,,
1891,77745,OH,Midwest,1994,,,,,,
2406,77768,OK,South,2011,0.239,43232.0,0.2533529411764706,47174.294117647056,0.239,43232.0
2210,77770,,,2013,,,,,,
2212,77770,,,2013,,,,,,
3832,77770,,,2013,,,,,,
3833,77770,,,2013,,,,,,
3834,77770,,,2013,,,,,,
3835,77770,,,2013,,,,,,
3836,77770,,,2013,,,,,,
3837,77770,,,2013,,,,,,
3838,77770,,,2013,,,,,,
3839,77770,,,2013,,,,,,
3840,77770,,,2013,,,,,,
3841,77770,,,2013,,,,,,
3842,77770,,,2013,,,,,,
3843,77770,,,2013,,,,,,
3844,77770,,,2013,,,,,,
3845,77770,,,2013,,,,,,
3846,77770,,,2013,,,,,,
3847,77770,,,2013,,,,,,
3848,77770,,,2013,,,,,,
3849,77770,,,2013,,,,,,
3850,77770,,,2013,,,,,,
3851,77770,,,2013,,,,,,
3852,77770,,,2013,,,,,,
3853,77770,,,2013,,,,,,
3854,77770,,,2013,,,,,,
3855,77770,,,2013,,,,,,
3856,77770,,,2013,,,,,,
3857,77770,,,2013,,,,,,
3858,77770,,,2013,,,,,,
3859,77770,,,2013,,,,,,
2515,77771,,,2013,,,,,,
2517,77771,,,2013,,,,,,
2519,77771,,,2013,,,,,,
2521,77771,,,2013,,,,,,
2523,77771,,,2013,,,,,,
2525,77771,,,2013,,,,,,
2527,77771,,,2013,,,,,,
2529,77771,,,2013,,,,,,
3864,77771,,,2013,,,,,,
3865,77771,,,2013,,,,,,
3866,77771,,,2013,,,,,,
3867,77771,,,2013,,,,,,
3868,77771,,,2013,,,,,,
3869,77771,,,2013,,,,,,
3870,77771,,,2013,,,,,,
3871,77771,,,2013,,,,,,
3872,77771,,,2013,,,,,,
3873,77771,,,2013,,,,,,
3874,77771,,,2013,,,,,,
3875,77771,,,2013,,,,,,
3876,77771,,,2013,,,,,,
3877,77771,,,2013,,,,,,
3878,77771,,,2013,,,,,,
3879,77771,,,2013,,,,,,
3880,77771,,,2013,,,,,,
3881,77771,,,2013,,,,,,
2342,77772,,,2013,,,,,,
2343,77772,,,2013,,,,,,
2345,77772,,,2013,,,,,,
2052,77773,,,2013,,,,,,
2053,77773,,,2013,,,,,,
2054,77773,,,2013,,,,,,
2055,77773,,,2013,,,,,,
2261,77774,,,2010,,,,,,
2262,77774,,,2010,,,,,,
2263,77774,,,2010,,,,,,
2264,77774,,,2010,,,,,,
2265,77774,,,2010,,,,,,
2266,77774,,,2010,,,,,,
2267,77774,,,2010,,,,,,
2268,77774,,,2010,,,,,,
2269,77774,,,2010,,,,,,
2392,77775,CA,Midwest,2013,0.235,60185.0,0.18833333333333332,51648.416666666664,0.235,60185.0
2393,77775,CA,Midwest,2013,0.235,60185.0,0.18833333333333332,51648.416666666664,0.235,60185.0
2395,77775,CA,Midwest,2013,0.235,60185.0,0.18833333333333332,51648.416666666664,0.235,60185.0
2087,77777,NY,Northeast,2011,0.228,55147.0,0.17277777777777778,57296.77777777778,0.228,55147.0
2088,77777,NY,Northeast,2011,0.228,55147.0,0.17277777777777778,57296.77777777778,0.228,55147.0
2090,77777,NY,Northeast,2011,0.228,55147.0,0.17277777777777778,57296.77777777778,0.228,55147.0
