ReviewID,i_InterventionID,i_Intervention_Name,i_Protocol,i_Protocol_Version,i_Outcome_Domain,i_NumStudiesMeetingStandards,i_NumStudiesEligible,i_Class_type_General,i_Class_type_Inclusion,i_Delivery_Method_Individual,i_Delivery_Method_School,i_Delivery_Method_Small_Group,i_Delivery_Method_Whole_Class,i_Demographics_Sample_ELL,i_Demographics_Sample_FRPL,i_Demographics_Sample_International,i_Ethnicity_Hispanic,i_Ethnicity_Not_Hispanic,i_Gender_Female,i_Gender_Male,i_Grade_1,i_Grade_10,i_Grade_11,i_Grade_12,i_Grade_2,i_Grade_3,i_Grade_4,i_Grade_5,i_Grade_6,i_Grade_7,i_Grade_8,i_Grade_9,i_Grade_K,i_Grade_PK,i_Grade_PS,i_Program_Type_Curriculum,i_Program_Type_Policy,i_Program_Type_Practice,i_Program_Type_School_level,i_Program_Type_Supplement,i_Program_Type_Teacher_level,i_Race_Asian,i_Race_Black,i_Race_Native_American,i_Race_Other,i_Race_Pacific_Islander,i_Race_White,i_Region_State_Alabama,i_Region_State_Alaska,i_Region_State_Arizona,i_Region_State_Arkansas,i_Region_State_California,i_Region_State_Colorado,i_Region_State_Connecticut,i_Region_State_Delaware,i_Region_State_DC,i_Region_State_Florida,i_Region_State_Georgia,i_Region_State_Hawaii,i_Region_State_Idaho,i_Region_State_Illinois,i_Region_State_Indiana,i_Region_State_Iowa,i_Region_State_Kansas,i_Region_State_Kentucky,i_Region_State_Louisiana,i_Region_State_Maine,i_Region_State_Maryland,i_Region_State_Massachusetts,i_Region_State_Michigan,i_Region_State_Midwest,i_Region_State_Minnesota,i_Region_State_Mississippi,i_Region_State_Missouri,i_Region_State_Montana,i_Region_State_Nebraska,i_Region_State_Nevada,i_Region_State_New_Hampshire,i_Region_State_New_Jersey,i_Region_State_New_Mexico,i_Region_State_New_York,i_Region_State_North_Carolina,i_Region_State_North_Dakota,i_Region_State_Northeast,i_Region_State_Ohio,i_Region_State_Oklahoma,i_Region_State_Oregon,i_Region_State_Pennsylvania,i_Region_State_Rhode_Island,i_Region_State_South,i_Region_State_South_Carolina,i_Region_State_South_Dakota,i_Region_State_Tennessee,i_Region_State_Texas,i_Region_State_Utah,i_Region_State_Vermont,i_Region_State_Virginia,i_Region_State_Washington,i_Region_State_West,i_Region_State_West_Virginia,i_Region_State_Wisconsin,i_Region_State_Wyoming,i_School_type_Charter,i_School_type_Parochial,i_School_type_Private,i_School_type_Public,i_Urbanicity_Rural,i_Urbanicity_Suburban,i_Urbanicity_Urban,i_Intervention_Page_URL,i_Sample_Size_Intervention,i_Effectiveness_Rating,s_Protocol,s_Protocol_Version,s_Standards_Version,s_Citation,s_Intervention_Name,s_Study_Design,s_Study_Rating,s_Class_type_General,s_Class_type_Inclusion,s_Delivery_Method_Individual,s_Delivery_Method_School,s_Delivery_Method_Small_Group,s_Delivery_Method_Whole_Class,s_Demographics_Sample_ELL,s_Demographics_Sample_FRPL,s_Demographics_Sample_International,s_Ethnicity_Hispanic,s_Ethnicity_Not_Hispanic,s_Gender_Female,s_Gender_Male,s_Grade_1,s_Grade_10,s_Grade_11,s_Grade_12,s_Grade_2,s_Grade_3,s_Grade_4,s_Grade_5,s_Grade_6,s_Grade_7,s_Grade_8,s_Grade_9,s_Grade_K,s_Grade_PK,s_Grade_PS,s_Program_Type_Curriculum,s_Program_Type_Policy,s_Program_Type_Practice,s_Program_Type_School_level,s_Program_Type_Supplement,s_Program_Type_Teacher_level,s_Race_Asian,s_Race_Black,s_Race_Native_American,s_Race_Other,s_Race_Pacific_Islander,s_Race_White,s_Region_State_Alabama,s_Region_State_Alaska,s_Region_State_Arizona,s_Region_State_Arkansas,s_Region_State_California,s_Region_State_Colorado,s_Region_State_Connecticut,s_Region_State_Delaware,s_Region_State_DC,s_Region_State_Florida,s_Region_State_Georgia,s_Region_State_Hawaii,s_Region_State_Idaho,s_Region_State_Illinois,s_Region_State_Indiana,s_Region_State_Iowa,s_Region_State_Kansas,s_Region_State_Kentucky,s_Region_State_Louisiana,s_Region_State_Maine,s_Region_State_Maryland,s_Region_State_Massachusetts,s_Region_State_Michigan,s_Region_State_Midwest,s_Region_State_Minnesota,s_Region_State_Mississippi,s_Region_State_Missouri,s_Region_State_Montana,s_Region_State_Nebraska,s_Region_State_Nevada,s_Region_State_New_Hampshire,s_Region_State_New_Jersey,s_Region_State_New_Mexico,s_Region_State_New_York,s_Region_State_North_Carolina,s_Region_State_North_Dakota,s_Region_State_Northeast,s_Region_State_Ohio,s_Region_State_Oklahoma,s_Region_State_Oregon,s_Region_State_Pennsylvania,s_Region_State_Rhode_Island,s_Region_State_South,s_Region_State_South_Carolina,s_Region_State_South_Dakota,s_Region_State_Tennessee,s_Region_State_Texas,s_Region_State_Utah,s_Region_State_Vermont,s_Region_State_Virginia,s_Region_State_Washington,s_Region_State_West,s_Region_State_West_Virginia,s_Region_State_Wisconsin,s_Region_State_Wyoming,s_School_type_Charter,s_School_type_Parochial,s_School_type_Private,s_School_type_Public,s_Urbanicity_Rural,s_Urbanicity_Suburban,s_Urbanicity_Urban,s_StudyID,s_Publication,s_Publication_Date,s_ProductID,s_Product_Name,s_Purpose_of_Review,s_Study_Page_URL,s_Rating_Reason,s_Ineligibility_Reason,s_interventionID,s_ERICId,s_US_Region_U_S__Region,s_Disability_ASD,s_School_Setting_Student_Count,s_Disability_IEP,s_Demographics_Sample_Minority,s_Demographics_Sample_Nonminority,s_Multisite,s_Topic_Literacy,s_Topic_STEM,s_Topic_College_Readiness_And_Completion,s_Topic_Social_Emotional_Learning_And_Behavior,s_Topic_SWD,s_Topic_ELL,s_Topic_Teachers_And_School_Leaders,s_Topic_School_Choice,s_Topic_Early_Childhood,s_Topic_K_to_12th_Grade,s_Topic_High_School_Completion,s_Topic_Postsecondary,s_Posting_Date,f_FindingID,f_Protocol,f_InterventionID,f_Intervention_Name,f_Comparison,f_Outcome_MeasureID,f_Outcome_Measure,f_Outcome_Domain,f_Period,f_Sample_Description,f_Is_Subgroup,f_Outcome_Sample_Size,f_Outcome_Intervention_SS,f_Outcome_Comparison_SS,f_Intervention_Clusters_SS,f_Comparison_Clusters_SS,f_Intervention_Mean,f_Comparison_Mean,f_Intervention_Standard_Deviation,f_Comparison_Standard_Deviation,f_Effect_Size_Study,f_Effect_Size_WWC,f_Improvement_Index,f_p_Value_Study,f_p_Value_WWC,f_ICC,f_Clusters_Total,f_Is_Statistically_Significant,f_Finding_Rating,f_ESSA_Rating,f_L1_Unit_of_Analysis,f_FavorableUnfavorableDesignation,state_tokens,state_count,is_multistate,effect_size_num,improvement_num
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3084,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,College students: Baltimore,False,1083.0,650.0,433.0,,,,,,,0.0,,0.0,,0.99999,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3085,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,College students: Merced,False,1424.0,711.0,713.0,,,,,,,-0.01,,0.0,,0.850471642359175,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3926,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,Female - ,True,636.0,381.0,255.0,,,,,,,0.0,,0.0,,0.99999,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3927,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,Male - ,True,447.0,269.0,178.0,,,,,,,-0.01,,0.0,,0.917636809666769,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3928,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,Female - ,True,730.0,349.0,381.0,,,,,,,-0.01,,0.0,,0.892731867293898,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Access and enrollment,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3929,Developmental Education,797,Linked Learning Communities,,1364,Registered for courses,Access and enrollment,Program semester,Male - ,True,694.0,362.0,332.0,,,,,,,-0.01,,0.0,,0.895391842395686,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Credit accumulation and persistence,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3091,Developmental Education,797,Linked Learning Communities,6.0,1607,Regular credits earned,Credit accumulation and persistence,Cumulative,College students: Baltimore,False,1424.0,711.0,713.0,,,5.9,6.0,,,-0.02,,-1.0,,0.70617373841793,,,False,,,Student,,"['CA', 'MD']",2,True,,-1.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Credit accumulation and persistence,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3093,Developmental Education,797,Linked Learning Communities,5.1,1607,Regular credits earned,Credit accumulation and persistence,Cumulative,College students: Merced,False,1083.0,650.0,433.0,,,4.9,5.1,,,-0.02,,-1.0,,0.747362244442571,,,False,,,Student,,"['CA', 'MD']",2,True,,-1.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3097,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,College students: Baltimore,False,1083.0,650.0,433.0,,,,,,,-0.06,,-2.0,,0.334199388690445,,,False,,,Student,,"['CA', 'MD']",2,True,,-2.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3099,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,College students: Merced,False,1424.0,711.0,713.0,,,,,,,0.0,,0.0,,0.99999,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3930,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,Female - ,True,636.0,381.0,255.0,,,,,,,-0.08,,-3.0,,0.323573904039433,,,False,,,Student,,"['CA', 'MD']",2,True,,-3.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3931,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,Male - ,True,447.0,269.0,178.0,,,,,,,-0.02,,-1.0,,0.836153252205472,,,False,,,Student,,"['CA', 'MD']",2,True,,-1.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3932,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,Female - ,True,730.0,349.0,381.0,,,,,,,0.01,,0.0,,0.892731867293898,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
69570,797.0,Linked Learning Communities,Developmental Education,3.0,Progress in developmental education,4.0,4.0,,,1.0,,1.0,,,,,31.52,,56.54,43.45,,,,,,,,,,,,,,,1.0,,,,,,,7.14,36.02,,,,21.17,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,/intervention/797,5302.0,No Discernible Effects,Developmental Education,3.0,3.0,"Weissman, Evan; Cullinan, Dan; Cerna, Oscar; Safran, Stephanie; Richman, Phoebe. (2012). Learning Communities for Students in Developmental English: Impact Studies at Merced College and the Community College of Baltimore County. National Center for Postsecondary Research.",Linked Learning Communities,Randomized Controlled Trial,Meets WWC standards without reservations,,,,,1.0,,,,,,,53.0,47.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,76.0,,24.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,79332,National Center for Postsecondary Research,2012,630.0,Linked Learning Communities (Developmental Education),Intervention Report,/Study/79332,,,797,ED529251,,,,,,,,,,,,,,,,,,1.0,1.0,,3933,Developmental Education,797,Linked Learning Communities,,983,Passed college English,Progress in developmental education,Cumulative,Male - ,True,694.0,362.0,332.0,,,,,,,0.0,,0.0,,0.99999,,,False,,,Student,,"['CA', 'MD']",2,True,,0.0
